TV,Radio,Social Media,Influencer_Macro,Influencer_Mega,Influencer_Micro,Influencer_Nano,Sales
13.0,1.24,2.45,0,0,1,0,46.57
18.0,10.66,1.37,0,0,1,0,64.71
31.0,6.71,2.0,0,0,1,0,112.07
36.0,9.1,1.05,0,0,1,0,125.49
70.0,26.16,3.58,0,1,0,0,247.48
88.0,27.66,3.64,0,0,1,0,310.08
42.0,6.58,1.64,1,0,0,0,148.46
32.0,8.46,0.47,0,1,0,0,115.55
38.0,18.44,2.42,1,0,0,0,140.53
86.0,25.26,0.7,1,0,0,0,303.56
89.0,27.82,5.23,0,1,0,0,318.27
45.0,6.95,1.57,1,0,0,0,160.55
91.0,26.29,6.92,0,0,1,0,328.48
46.0,13.67,5.59,1,0,0,0,167.14
78.0,24.59,4.63,1,0,0,0,276.26
70.0,29.76,5.81,1,0,0,0,247.81
100.0,36.68,7.34,0,0,1,0,356.75
62.0,19.0,0.26,1,0,0,0,224.77
56.0,25.65,3.48,0,0,1,0,194.24
98.0,25.8,4.42,1,0,0,0,350.2
32.0,17.01,2.68,0,0,1,0,115.35
34.0,13.94,1.15,0,1,0,0,124.48
58.0,12.19,1.67,0,0,0,1,209.92
10.0,0.69,0.98,0,1,0,0,33.46
13.0,0.75,1.91,1,0,0,0,45.76
14.0,7.44,1.95,0,0,1,0,54.52
38.0,17.83,1.82,0,0,0,1,140.77
61.0,20.04,1.43,0,0,1,0,215.31
23.0,11.33,1.31,0,1,0,0,80.98
75.0,32.26,6.08,1,0,0,0,266.79
19.0,2.41,0.51,0,1,0,0,70.97
20.0,1.34,1.9,0,1,0,0,77.52
80.0,31.56,5.83,0,0,0,1,286.07
37.0,13.37,0.39,0,0,0,1,131.49
88.0,34.18,6.99,1,0,0,0,317.83
39.0,9.57,2.51,0,0,0,1,139.66
94.0,33.27,5.61,0,0,0,1,330.72
18.0,10.73,0.83,0,1,0,0,67.58
49.0,12.92,4.69,1,0,0,0,178.15
72.0,23.84,2.83,0,0,0,1,249.63
52.0,24.21,3.82,0,1,0,0,184.1
26.0,4.95,0.51,1,0,0,0,94.43
48.0,16.92,1.06,1,0,0,0,171.54
65.0,23.34,3.88,1,0,0,0,233.99
74.0,24.62,5.52,0,0,1,0,271.37
91.0,36.29,6.69,1,0,0,0,325.66
13.0,8.23,1.32,0,1,0,0,47.6
65.0,18.18,2.97,0,1,0,0,232.23
35.0,7.2,1.51,0,0,0,1,128.74
98.0,27.93,6.1,0,0,1,0,345.22
48.0,5.93,0.52,0,1,0,0,169.62
83.0,21.27,4.23,1,0,0,0,299.93
85.0,27.11,5.22,0,1,0,0,304.22
89.0,23.53,1.38,0,1,0,0,316.64
49.0,10.24,2.51,0,0,0,1,171.42
16.0,1.41,1.22,1,0,0,0,59.31
70.0,16.26,1.73,0,0,1,0,252.15
97.0,37.55,6.09,1,0,0,0,348.68
51.0,11.94,1.61,1,0,0,0,178.23
85.0,29.91,5.69,0,0,0,1,302.37
13.0,0.7,1.09,0,1,0,0,46.17
34.0,5.08,0.22,0,1,0,0,119.0
55.0,16.48,3.27,1,0,0,0,196.45
14.0,4.45,0.93,0,0,1,0,47.58
50.0,13.84,1.04,0,0,1,0,174.48
75.0,30.86,5.03,0,0,1,0,261.01
43.0,10.37,2.84,1,0,0,0,152.11
60.0,22.04,4.15,0,0,0,1,213.85
56.0,16.57,3.15,0,0,0,1,200.38
100.0,36.07,7.6,1,0,0,0,354.45
45.0,7.12,2.3,1,0,0,0,162.06
12.0,5.01,0.84,0,0,0,1,41.37
64.0,18.31,3.35,1,0,0,0,232.81
46.0,5.52,1.95,1,0,0,0,159.07
35.0,18.1,2.1,0,1,0,0,127.23
46.0,12.36,0.84,0,0,1,0,162.88
15.0,6.6,0.33,0,1,0,0,49.67
43.0,17.8,3.05,1,0,0,0,153.8
33.0,11.33,1.32,0,1,0,0,119.54
76.0,26.01,6.85,0,0,1,0,273.71
66.0,26.44,3.12,0,0,0,1,237.92
23.0,12.06,3.6,0,0,0,1,82.79
98.0,34.95,3.39,1,0,0,0,351.11
63.0,26.4,1.37,0,0,0,1,223.3
29.0,13.61,2.67,0,0,1,0,104.82
82.0,32.44,5.43,0,0,0,1,291.19
35.0,7.88,1.73,0,0,1,0,129.07
85.0,31.86,5.08,0,0,1,0,301.74
86.0,28.21,4.37,0,0,1,0,302.89
65.0,24.24,3.32,1,0,0,0,233.64
90.0,36.71,8.1,0,0,1,0,320.68
21.0,2.94,1.59,1,0,0,0,73.55
38.0,12.95,3.86,0,0,1,0,133.88
12.0,11.84,2.83,0,0,0,1,37.42
83.0,27.46,5.36,0,0,1,0,293.83
43.0,15.84,2.53,0,0,1,0,151.2
44.0,26.11,5.55,0,0,1,0,157.92
28.0,9.18,0.69,0,0,1,0,102.28
61.0,21.06,0.95,0,0,0,1,216.9
75.0,31.97,4.7,0,0,1,0,269.33
63.0,10.24,1.65,0,0,0,1,218.16
91.0,24.71,1.16,0,0,1,0,324.16
88.0,24.97,1.28,1,0,0,0,313.13
85.0,26.57,5.99,1,0,0,0,301.65
69.0,23.89,2.52,0,0,0,1,248.43
15.0,2.78,2.52,0,0,1,0,56.89
34.0,10.67,3.99,0,0,1,0,120.0
93.0,30.45,2.84,0,0,0,1,335.51
17.0,1.44,0.18,0,0,0,1,59.8
21.0,5.72,1.09,0,0,1,0,75.27
72.0,27.99,6.26,0,0,1,0,256.7
54.0,22.15,5.86,1,0,0,0,200.4
13.0,2.93,0.34,0,0,1,0,44.79
53.0,12.07,1.85,0,1,0,0,182.91
99.0,30.58,3.04,0,0,0,1,347.16
39.0,7.24,2.26,1,0,0,0,141.01
98.0,41.22,6.14,0,0,1,0,353.44
49.0,21.18,4.52,1,0,0,0,171.39
36.0,21.64,4.67,0,1,0,0,128.13
68.0,23.84,1.67,0,0,0,1,244.03
70.0,24.79,7.58,0,1,0,0,246.09
36.0,11.64,1.09,0,0,1,0,129.95
56.0,16.13,3.87,0,1,0,0,196.4
91.0,31.0,3.15,1,0,0,0,327.33
14.0,12.24,5.35,0,0,0,1,47.06
84.0,28.45,2.84,0,0,0,1,298.37
97.0,24.13,3.17,1,0,0,0,342.8
72.0,30.03,7.26,0,0,1,0,259.98
54.0,14.33,4.56,0,1,0,0,190.83
43.0,11.65,3.37,0,0,1,0,145.42
12.0,3.88,1.91,0,0,1,0,44.41
47.0,11.0,2.29,0,0,0,1,167.12
57.0,13.28,2.1,0,1,0,0,201.31
47.0,16.94,2.86,0,0,0,1,166.95
47.0,13.74,3.33,0,0,0,1,169.25
96.0,33.29,6.57,0,0,1,0,342.95
56.0,14.0,0.6,1,0,0,0,194.23
64.0,25.9,4.11,1,0,0,0,229.93
81.0,29.12,7.92,0,0,0,1,289.64
15.0,6.29,0.68,0,1,0,0,53.73
52.0,23.99,0.52,1,0,0,0,190.19
10.0,5.49,2.47,0,0,0,1,37.32
93.0,24.93,1.25,1,0,0,0,329.15
48.0,23.66,2.31,0,0,0,1,173.07
52.0,16.27,3.2,0,0,0,1,181.06
33.0,13.27,5.47,1,0,0,0,117.05
38.0,18.66,3.68,0,1,0,0,136.15
29.0,9.0,0.61,0,0,0,1,105.43
44.0,12.8,1.23,0,1,0,0,156.07
27.0,5.27,1.35,0,1,0,0,98.37
58.0,23.05,1.47,0,0,1,0,208.88
56.0,21.02,3.66,0,0,0,1,194.96
69.0,26.89,4.6,1,0,0,0,247.57
45.0,8.37,1.44,0,1,0,0,159.06
86.0,33.58,5.26,0,0,0,1,305.8
47.0,15.73,2.77,1,0,0,0,166.97
50.0,15.36,7.61,0,0,1,0,175.93
95.0,28.73,5.15,0,0,0,1,342.83
61.0,15.97,1.95,1,0,0,0,212.93
36.0,14.16,0.5,1,0,0,0,135.0
58.0,4.87,3.04,1,0,0,0,205.54
47.0,14.08,0.06,1,0,0,0,170.47
86.0,28.37,4.54,0,1,0,0,306.7
57.0,19.88,8.27,0,0,1,0,201.43
54.0,9.97,1.32,1,0,0,0,195.27
46.0,15.22,5.42,0,0,0,1,166.07
18.0,14.46,2.35,0,1,0,0,62.33
25.0,10.25,1.75,0,0,1,0,93.47
19.0,0.39,0.26,0,0,1,0,67.49
54.0,10.72,0.34,0,1,0,0,195.03
60.0,22.05,0.18,0,1,0,0,213.95
26.0,9.41,1.02,0,0,1,0,91.27
23.0,0.34,1.66,0,1,0,0,85.59
38.0,2.09,0.07,0,0,0,1,136.95
96.0,33.02,5.63,0,1,0,0,338.8
21.0,19.97,1.47,1,0,0,0,64.57
66.0,18.9,4.25,0,0,1,0,230.32
52.0,15.22,0.74,0,0,0,1,190.81
59.0,26.57,4.52,1,0,0,0,211.04
83.0,33.05,9.5,1,0,0,0,291.88
73.0,29.74,5.06,1,0,0,0,261.94
19.0,10.63,1.04,1,0,0,0,64.68
90.0,29.31,2.97,0,0,1,0,314.81
73.0,23.66,7.66,0,0,1,0,253.76
37.0,8.11,3.57,1,0,0,0,128.37
28.0,10.96,1.36,0,0,1,0,100.0
99.0,28.78,7.41,1,0,0,0,351.53
70.0,22.17,1.09,0,1,0,0,249.72
76.0,28.89,5.95,0,0,1,0,264.66
82.0,24.9,4.07,0,0,1,0,292.97
22.0,12.0,0.86,0,0,0,1,77.65
91.0,38.56,10.21,1,0,0,0,320.68
33.0,18.44,2.71,0,0,0,1,118.35
76.0,30.18,4.02,1,0,0,0,269.39
61.0,21.49,3.77,1,0,0,0,218.57
92.0,32.17,6.73,0,0,1,0,331.93
53.0,23.59,3.26,0,1,0,0,186.84
71.0,22.08,1.66,0,0,0,1,248.7
51.0,17.13,3.6,1,0,0,0,178.0
68.0,28.75,6.74,0,1,0,0,244.93
32.0,15.22,1.16,1,0,0,0,111.49
10.0,12.2,2.45,1,0,0,0,34.11
72.0,24.4,2.0,1,0,0,0,253.71
49.0,14.29,4.67,0,0,0,1,172.89
59.0,13.95,0.17,0,0,1,0,212.34
90.0,28.22,3.73,1,0,0,0,312.57
96.0,23.98,1.17,0,1,0,0,344.86
10.0,10.3,2.4,1,0,0,0,37.16
80.0,26.82,0.7,0,1,0,0,284.23
50.0,19.41,0.19,0,1,0,0,174.27
94.0,38.58,5.52,1,0,0,0,333.57
22.0,6.39,1.98,0,1,0,0,81.22
30.0,9.75,3.17,0,1,0,0,108.49
64.0,26.17,5.06,0,0,1,0,225.46
79.0,35.94,3.48,0,1,0,0,280.12
35.0,16.61,2.94,0,0,0,1,128.47
87.0,25.31,0.89,1,0,0,0,314.12
15.0,7.53,2.18,0,0,0,1,52.68
82.0,30.25,3.33,0,1,0,0,292.75
56.0,18.89,6.42,1,0,0,0,202.53
42.0,5.93,0.93,0,1,0,0,153.53
46.0,14.59,2.35,0,0,1,0,162.43
89.0,34.53,7.84,1,0,0,0,317.49
74.0,27.2,5.62,0,1,0,0,267.29
83.0,32.84,5.76,0,0,0,1,293.3
99.0,40.29,3.94,0,0,0,1,354.29
52.0,11.06,2.34,0,1,0,0,186.97
38.0,15.27,2.03,0,1,0,0,132.16
82.0,25.84,5.58,0,0,0,1,294.44
19.0,3.54,2.11,0,0,1,0,65.25
73.0,16.85,4.37,0,0,1,0,258.87
14.0,0.22,0.34,0,1,0,0,48.95
80.0,29.34,7.07,0,0,0,1,284.26
20.0,8.72,3.34,0,0,0,1,68.81
71.0,19.98,6.96,0,1,0,0,252.08
13.0,5.04,5.04,1,0,0,0,48.15
21.0,2.67,1.6,0,0,0,1,77.61
48.0,12.74,0.02,0,0,0,1,170.62
13.0,3.6,5.44,0,0,1,0,52.3
49.0,13.09,2.95,1,0,0,0,176.72
87.0,34.69,5.62,0,0,1,0,305.71
93.0,34.8,4.27,0,0,0,1,326.43
93.0,34.37,6.49,0,0,1,0,331.01
21.0,5.0,0.2,1,0,0,0,75.82
33.0,11.35,0.96,0,0,1,0,117.59
94.0,29.09,4.34,0,1,0,0,336.78
96.0,34.09,6.36,0,0,0,1,342.2
38.0,12.6,2.97,0,1,0,0,140.14
52.0,21.01,2.41,0,0,1,0,184.09
28.0,11.27,1.37,0,1,0,0,102.68
12.0,5.04,1.2,0,1,0,0,45.27
51.0,19.84,4.04,0,0,1,0,178.56
44.0,20.73,7.47,0,0,1,0,157.79
99.0,37.13,3.06,1,0,0,0,354.97
27.0,4.7,2.08,1,0,0,0,99.36
52.0,22.91,3.26,0,1,0,0,185.9
98.0,26.85,0.56,1,0,0,0,351.86
90.0,29.75,0.19,0,1,0,0,323.09
95.0,37.64,4.27,0,1,0,0,335.34
28.0,10.97,2.56,0,1,0,0,102.98
23.0,1.58,1.08,1,0,0,0,78.15
58.0,17.79,4.62,1,0,0,0,201.91
59.0,19.83,7.64,0,0,0,1,210.23
37.0,1.56,0.02,1,0,0,0,130.48
49.0,16.68,4.16,0,1,0,0,165.65
37.0,14.15,7.16,0,0,0,1,134.64
97.0,31.69,5.55,0,0,0,1,342.43
50.0,17.68,1.61,0,0,0,1,175.5
99.0,30.31,7.34,0,0,0,1,351.04
97.0,34.97,6.73,0,0,1,0,342.09
58.0,21.4,2.17,0,1,0,0,206.41
28.0,10.35,1.33,0,0,1,0,96.98
76.0,19.1,2.33,0,0,0,1,268.89
30.0,6.43,0.72,1,0,0,0,106.65
25.0,14.07,1.32,0,0,1,0,90.81
50.0,6.74,1.28,1,0,0,0,178.15
45.0,12.67,1.42,0,0,0,1,160.24
23.0,2.12,0.89,0,0,1,0,80.7
86.0,30.41,6.13,0,1,0,0,306.77
58.0,21.75,4.45,0,0,0,1,210.22
20.0,12.92,1.87,0,0,0,1,72.35
39.0,26.08,3.41,0,1,0,0,135.62
92.0,25.65,4.16,0,0,1,0,328.45
37.0,17.59,2.57,1,0,0,0,130.27
81.0,22.06,2.29,0,0,1,0,290.41
10.0,5.59,1.4,0,1,0,0,36.13
20.0,11.76,1.31,0,1,0,0,71.12
36.0,2.63,4.78,0,0,0,1,129.86
54.0,4.34,1.14,1,0,0,0,191.96
40.0,17.33,0.43,1,0,0,0,143.7
85.0,23.79,2.5,0,0,0,1,307.31
24.0,7.54,2.34,0,1,0,0,83.56
12.0,2.91,2.95,1,0,0,0,52.2
46.0,17.47,1.3,0,0,1,0,165.23
71.0,21.49,5.97,0,0,0,1,253.69
20.0,14.14,1.02,1,0,0,0,70.03
90.0,32.71,4.76,0,0,1,0,322.39
94.0,27.09,1.87,0,0,0,1,336.65
98.0,28.56,5.41,0,0,0,1,346.19
23.0,4.38,3.3,0,0,0,1,81.43
24.0,11.19,0.33,0,0,0,1,83.49
26.0,14.82,5.93,0,1,0,0,95.04
23.0,16.63,0.61,0,0,0,1,80.68
46.0,15.63,2.68,0,0,1,0,164.6
26.0,12.79,3.01,0,0,1,0,97.74
25.0,5.44,0.02,0,0,0,1,88.43
17.0,10.65,1.83,1,0,0,0,61.88
27.0,2.33,0.06,1,0,0,0,94.64
96.0,32.89,2.38,0,0,0,1,344.66
24.0,10.62,1.09,1,0,0,0,86.88
67.0,20.08,0.88,1,0,0,0,233.09
26.0,3.98,0.13,0,1,0,0,90.18
23.0,9.02,3.28,0,1,0,0,85.94
95.0,31.06,6.76,0,1,0,0,340.62
58.0,13.3,4.38,0,1,0,0,207.57
46.0,15.57,3.19,0,0,0,1,162.7
30.0,7.57,0.73,1,0,0,0,109.98
40.0,13.32,2.61,0,0,1,0,145.17
43.0,19.4,1.23,0,0,0,1,148.18
92.0,42.27,7.38,1,0,0,0,328.84
98.0,29.35,6.91,0,0,0,1,347.51
92.0,29.65,2.64,1,0,0,0,330.26
54.0,11.12,2.87,0,0,0,1,189.66
52.0,18.16,0.32,0,1,0,0,182.93
77.0,28.87,3.48,0,0,0,1,270.07
84.0,22.48,2.36,0,0,1,0,295.71
44.0,10.24,0.47,1,0,0,0,159.27
85.0,27.89,7.15,0,0,1,0,302.83
63.0,20.24,4.37,1,0,0,0,230.12
28.0,17.34,2.07,0,0,1,0,96.93
81.0,26.67,4.56,0,0,0,1,291.32
60.0,12.86,2.18,0,0,1,0,213.34
45.0,17.13,1.46,0,0,1,0,157.66
40.0,8.14,0.72,0,0,1,0,146.08
50.0,14.12,0.46,0,1,0,0,178.28
63.0,17.25,0.88,1,0,0,0,227.29
51.0,14.29,0.47,0,0,1,0,182.53
65.0,24.24,5.7,0,1,0,0,225.45
70.0,6.45,0.38,0,0,1,0,248.31
50.0,17.64,1.09,0,1,0,0,176.67
45.0,14.29,1.91,1,0,0,0,156.46
45.0,13.49,0.43,1,0,0,0,164.15
31.0,8.28,2.13,1,0,0,0,112.19
20.0,2.37,0.86,0,0,1,0,73.75
25.0,15.29,0.43,0,0,1,0,88.89
48.0,16.07,4.78,0,0,0,1,165.99
12.0,3.14,2.92,0,0,1,0,40.56
27.0,7.35,3.16,0,1,0,0,96.75
75.0,30.08,6.3,0,0,0,1,268.81
53.0,17.37,4.4,1,0,0,0,188.21
26.0,10.4,2.61,0,0,0,1,89.84
79.0,28.97,5.72,0,0,0,1,281.36
64.0,26.09,6.3,0,0,0,1,225.98
25.0,11.14,2.01,0,1,0,0,91.25
25.0,8.58,1.77,0,0,1,0,88.39
22.0,3.48,1.15,1,0,0,0,81.24
76.0,34.12,5.95,0,1,0,0,270.34
64.0,20.71,5.46,0,0,0,1,228.43
55.0,26.77,6.9,0,1,0,0,198.15
87.0,21.85,4.85,0,0,0,1,308.75
58.0,22.81,6.17,0,0,0,1,198.92
21.0,8.98,1.18,0,0,1,0,77.29
51.0,18.81,3.44,0,1,0,0,182.51
14.0,14.96,0.92,0,0,0,1,46.59
19.0,7.07,3.11,0,1,0,0,66.33
72.0,33.2,2.39,0,0,1,0,257.24
92.0,31.18,5.01,0,1,0,0,331.75
84.0,27.77,4.87,1,0,0,0,299.26
17.0,4.49,0.95,0,1,0,0,55.79
33.0,16.36,2.2,0,0,0,1,116.68
53.0,19.37,0.21,1,0,0,0,191.86
34.0,15.85,2.47,1,0,0,0,130.34
61.0,20.16,3.31,0,0,0,1,219.19
24.0,14.54,5.12,0,0,1,0,82.96
16.0,3.64,2.08,0,0,0,1,54.32
93.0,32.5,8.7,1,0,0,0,331.54
88.0,33.65,6.65,0,0,0,1,314.87
75.0,24.46,7.51,0,0,0,1,261.52
24.0,9.51,3.02,1,0,0,0,81.29
90.0,26.91,6.07,0,1,0,0,322.47
69.0,12.36,1.54,0,0,1,0,245.51
32.0,16.82,1.59,0,0,1,0,114.67
76.0,32.67,6.55,0,0,1,0,269.03
40.0,20.31,1.15,0,0,1,0,139.99
66.0,23.77,5.46,0,0,0,1,242.23
47.0,17.75,5.06,1,0,0,0,164.75
82.0,25.15,2.92,1,0,0,0,288.75
19.0,7.81,2.94,1,0,0,0,67.28
97.0,32.37,5.29,0,0,1,0,341.12
93.0,33.79,5.03,1,0,0,0,328.62
53.0,21.55,8.11,0,0,1,0,192.32
98.0,27.41,4.66,1,0,0,0,351.42
14.0,5.74,1.23,1,0,0,0,48.94
77.0,16.07,0.36,1,0,0,0,273.49
67.0,16.1,1.39,1,0,0,0,238.72
52.0,18.38,0.7,1,0,0,0,186.08
19.0,6.82,3.68,0,0,1,0,63.51
70.0,28.12,5.7,1,0,0,0,251.24
25.0,1.9,1.97,0,0,1,0,84.31
41.0,24.74,9.86,1,0,0,0,152.51
25.0,14.17,0.5,0,0,0,1,87.28
54.0,19.7,1.43,0,0,0,1,193.74
33.0,13.19,0.78,0,0,1,0,123.86
69.0,25.75,1.82,0,0,0,1,248.18
51.0,17.88,5.31,0,1,0,0,181.16
69.0,28.02,6.18,0,0,1,0,248.29
80.0,33.19,6.57,0,0,1,0,287.31
44.0,7.16,1.95,0,0,1,0,157.89
22.0,4.08,0.92,0,1,0,0,81.13
94.0,40.13,5.88,0,0,0,1,333.42
62.0,20.47,5.02,1,0,0,0,217.77
78.0,28.73,5.35,1,0,0,0,276.72
65.0,17.3,3.45,0,0,0,1,234.89
79.0,21.06,7.18,0,0,1,0,283.04
57.0,20.89,0.55,1,0,0,0,202.79
16.0,6.86,0.64,0,0,0,1,54.87
31.0,6.27,0.19,0,0,1,0,109.33
58.0,14.62,1.67,0,1,0,0,204.83
47.0,27.99,5.47,1,0,0,0,167.67
53.0,16.95,2.18,0,0,1,0,188.82
14.0,11.8,0.28,1,0,0,0,52.32
43.0,22.33,3.38,0,1,0,0,156.92
43.0,11.97,5.15,1,0,0,0,152.1
91.0,33.17,1.29,0,1,0,0,324.1
46.0,14.77,2.05,0,0,1,0,163.35
93.0,29.08,9.31,0,1,0,0,327.24
69.0,22.39,4.68,1,0,0,0,245.76
38.0,6.24,2.25,0,0,0,1,133.54
88.0,34.75,3.52,0,1,0,0,308.31
24.0,3.6,0.98,1,0,0,0,86.94
80.0,34.56,6.12,1,0,0,0,286.96
33.0,11.25,4.79,0,0,1,0,110.8
55.0,10.84,2.08,0,0,1,0,198.62
74.0,22.67,4.62,0,0,0,1,261.23
26.0,14.76,0.61,0,0,0,1,93.88
100.0,32.74,5.36,0,1,0,0,360.11
78.0,20.85,0.9,0,0,0,1,279.69
75.0,23.6,4.52,0,1,0,0,266.22
34.0,9.58,3.15,0,0,0,1,121.24
26.0,19.84,0.86,0,1,0,0,88.4
100.0,30.06,6.12,0,0,1,0,352.01
44.0,12.56,4.05,0,0,0,1,153.04
72.0,37.87,3.74,0,0,0,1,255.66
35.0,9.5,2.83,1,0,0,0,124.31
26.0,9.72,0.93,1,0,0,0,96.76
44.0,25.39,6.64,0,0,0,1,156.72
67.0,14.97,0.99,0,0,0,1,235.8
92.0,28.1,6.38,1,0,0,0,325.16
91.0,30.23,4.81,0,1,0,0,326.02
39.0,13.61,4.81,0,1,0,0,141.91
32.0,5.84,2.77,0,0,0,1,115.34
77.0,31.94,4.0,0,0,1,0,274.58
34.0,10.92,1.18,0,0,0,1,117.11
37.0,9.86,2.9,0,1,0,0,132.99
41.0,13.95,4.48,0,0,1,0,147.15
52.0,13.72,1.56,0,0,0,1,186.07
37.0,16.85,3.92,0,0,0,1,130.68
44.0,19.87,3.24,0,0,1,0,152.46
65.0,24.08,6.71,0,0,1,0,233.74
59.0,11.8,5.29,1,0,0,0,208.86
87.0,22.29,3.49,0,1,0,0,309.22
18.0,5.45,3.73,1,0,0,0,62.8
20.0,1.32,0.64,0,0,0,1,72.62
77.0,28.95,1.24,0,0,1,0,272.55
60.0,19.62,2.39,0,0,0,1,213.59
19.0,8.38,2.66,0,0,1,0,67.44
54.0,23.84,2.48,0,1,0,0,191.58
96.0,36.97,7.53,1,0,0,0,345.12
96.0,24.27,3.46,0,0,1,0,342.7
43.0,17.44,2.7,0,1,0,0,153.05
13.0,4.44,0.04,0,0,0,1,49.91
43.0,15.62,5.68,0,0,0,1,155.61
36.0,16.26,2.78,0,1,0,0,132.17
12.0,2.85,2.47,0,0,1,0,42.44
75.0,22.65,1.54,0,1,0,0,263.81
37.0,14.34,3.14,0,1,0,0,131.94
38.0,10.82,0.61,0,0,1,0,140.02
20.0,1.03,0.92,0,0,0,1,72.76
41.0,14.36,2.63,0,1,0,0,151.79
94.0,25.99,3.09,0,1,0,0,336.13
90.0,28.66,3.64,1,0,0,0,321.74
31.0,16.88,1.05,1,0,0,0,108.85
13.0,1.18,6.49,0,1,0,0,49.11
56.0,14.71,3.99,0,0,1,0,200.0
62.0,21.16,0.14,0,0,1,0,223.05
17.0,6.87,0.02,0,0,1,0,55.37
18.0,1.27,1.05,0,1,0,0,62.8
36.0,17.57,1.5,0,0,0,1,129.82
68.0,26.99,2.55,1,0,0,0,238.34
30.0,5.31,0.52,0,0,0,1,106.6
73.0,23.02,2.96,0,0,1,0,255.81
26.0,1.74,6.44,1,0,0,0,96.32
63.0,23.91,3.34,0,1,0,0,224.81
32.0,5.58,1.81,0,1,0,0,114.19
80.0,30.28,7.44,1,0,0,0,283.28
79.0,23.14,1.41,0,0,0,1,279.51
27.0,7.76,1.02,0,0,1,0,94.71
28.0,10.8,3.12,0,0,0,1,95.97
23.0,6.67,0.15,0,0,0,1,83.39
56.0,13.22,3.2,0,0,0,1,203.56
88.0,27.54,4.61,0,1,0,0,315.38
33.0,8.77,3.07,1,0,0,0,119.19
56.0,14.65,2.1,0,1,0,0,200.45
47.0,18.22,1.47,1,0,0,0,169.76
89.0,31.06,6.01,0,1,0,0,321.35
64.0,12.63,1.73,0,0,1,0,232.36
20.0,5.53,1.54,1,0,0,0,71.38
85.0,18.81,5.65,1,0,0,0,303.03
68.0,28.1,1.43,0,1,0,0,245.49
89.0,31.11,4.74,1,0,0,0,314.65
54.0,9.67,1.37,0,0,1,0,191.16
74.0,20.16,2.57,0,0,0,1,261.52
84.0,26.42,1.19,0,0,1,0,301.04
98.0,33.4,7.29,0,1,0,0,350.39
26.0,8.89,0.24,0,0,0,1,88.35
87.0,19.92,3.13,1,0,0,0,306.25
49.0,9.3,1.84,1,0,0,0,170.81
100.0,37.71,8.1,0,0,0,1,355.64
69.0,20.31,2.93,1,0,0,0,250.03
70.0,23.02,8.35,0,0,1,0,245.41
93.0,16.53,2.32,0,0,0,1,336.21
26.0,15.2,3.62,0,0,1,0,92.67
88.0,34.39,5.06,1,0,0,0,307.98
19.0,14.71,2.74,0,0,1,0,70.95
25.0,17.81,2.72,0,0,1,0,90.53
42.0,7.59,0.35,0,0,0,1,154.35
59.0,10.57,0.98,1,0,0,0,206.22
78.0,25.4,5.86,0,1,0,0,273.61
16.0,3.85,1.24,0,0,1,0,57.15
94.0,27.47,5.88,1,0,0,0,336.33
37.0,14.96,3.96,1,0,0,0,128.72
45.0,16.93,0.55,0,0,1,0,162.24
64.0,26.9,7.41,0,0,0,1,222.47
81.0,29.72,1.84,0,0,0,1,291.33
46.0,8.07,0.51,0,0,1,0,165.28
100.0,32.72,4.62,0,1,0,0,355.37
30.0,11.04,0.22,0,0,1,0,108.36
74.0,26.12,5.27,0,0,0,1,263.99
25.0,7.79,1.17,0,1,0,0,82.73
17.0,6.34,1.73,0,0,0,1,63.18
34.0,12.64,0.31,0,0,1,0,112.81
21.0,2.13,1.77,0,0,1,0,73.68
56.0,8.73,3.35,0,0,0,1,199.56
77.0,29.55,5.22,0,0,0,1,271.74
42.0,15.2,2.23,0,0,0,1,151.22
11.0,4.51,2.29,0,0,0,1,35.05
20.0,10.33,1.34,0,0,1,0,69.43
27.0,6.67,1.89,0,0,0,1,95.66
54.0,26.56,4.63,0,0,0,1,192.94
14.0,9.1,0.11,0,0,1,0,50.32
52.0,14.79,3.01,1,0,0,0,179.15
50.0,23.43,1.7,0,1,0,0,177.0
50.0,19.58,0.48,0,0,1,0,176.89
78.0,19.2,2.64,1,0,0,0,275.76
54.0,15.7,3.31,1,0,0,0,184.64
57.0,21.19,1.02,1,0,0,0,200.09
56.0,15.92,0.31,0,0,1,0,197.13
94.0,25.31,8.03,0,1,0,0,332.63
58.0,18.17,0.14,1,0,0,0,204.31
74.0,19.42,4.04,1,0,0,0,265.94
96.0,37.2,8.67,1,0,0,0,337.2
82.0,28.52,5.24,0,0,0,1,291.56
48.0,14.59,0.46,0,1,0,0,175.0
46.0,22.78,1.59,0,1,0,0,164.59
97.0,42.19,5.55,0,1,0,0,344.72
15.0,1.72,2.24,0,0,1,0,52.14
23.0,4.29,1.0,1,0,0,0,86.24
17.0,9.74,4.98,0,1,0,0,62.67
29.0,11.28,3.29,0,0,0,1,100.8
79.0,33.58,2.99,0,1,0,0,282.04
28.0,10.82,0.02,0,0,1,0,94.74
39.0,19.19,1.54,1,0,0,0,140.82
97.0,35.76,7.31,1,0,0,0,347.32
15.0,2.25,2.07,0,0,1,0,44.76
73.0,38.77,3.61,0,1,0,0,258.91
26.0,15.96,3.25,0,1,0,0,94.26
44.0,0.13,0.09,0,1,0,0,155.8
73.0,25.15,3.79,0,0,0,1,256.95
75.0,25.7,5.89,0,0,0,1,263.53
59.0,13.04,1.12,0,1,0,0,213.48
22.0,9.96,5.05,0,0,0,1,72.57
